Wall time,Step,Value
1604988007.382469,9472,9.936920166015625
1604988008.067012,16128,10.256636619567871
1604988009.7066927,25472,11.028470993041992
1604988010.8678372,33408,11.791539192199707
1604988010.8908434,34048,11.654422760009766
1604988011.5061364,39040,11.84111213684082
1604988012.1092017,43520,12.161251068115234
1604988012.1192038,43776,12.358400344848633
1604988012.1575072,44800,12.178335189819336
1604988015.0599716,64768,13.445297241210938
1604988016.2260761,72704,14.559846878051758
1604988017.2922273,78208,14.790519714355469
1604988017.3250177,79104,14.897357940673828
1604988043.8880465,85248,14.412117004394531
1604988044.4027853,86912,14.816020011901855
1604988045.6394215,95488,15.304784774780273
1604988045.679431,96512,15.051095962524414
1604988047.496,107520,16.337846755981445
1604988048.0883076,111104,16.644845962524414
1604988051.3853664,133888,18.814842224121094
1604988052.5310004,140544,19.48467254638672
1604988053.1670241,145408,20.343769073486328
1604988054.4174392,155136,21.057910919189453
1604988081.02714,165504,22.03460693359375
1604988082.2417717,172544,22.934146881103516
1604988082.257776,172928,22.991334915161133
1604988082.3267913,174720,22.913747787475586
1604988082.3477962,175232,22.789785385131836
1604988083.5653985,181376,24.005149841308594
1604988083.605408,182272,23.686050415039062
1604988084.3565764,187904,23.80108642578125
1604988087.0959554,202752,25.99526023864746
1604988090.1219249,220544,28.561573028564453
1604988091.4638155,226048,29.647628784179688
1604988091.4788194,226432,29.911849975585938
1604988093.4821684,240128,30.625926971435547
1604988118.4088254,244352,30.44327735900879
1604988119.0478451,249472,31.41019058227539
1604988121.3717077,264704,32.409812927246094
1604988122.6351876,272384,32.57239532470703
1604988124.5527706,285568,34.24774932861328
1604988125.8150687,293632,35.23908233642578
1604988126.9261303,299392,35.72937774658203
1604988128.2457347,309888,36.12261962890625
1604988129.4256992,315904,35.82282257080078
1604988130.1525767,322176,36.59358215332031
1604988130.1585774,322304,37.025108337402344
1604988155.2335327,323840,36.388404846191406
1604988155.8281355,328192,37.43926239013672
1604988158.3277209,347776,37.96886444091797
1604988159.4809618,354816,38.965919494628906
1604988163.729462,383872,42.076114654541016
1604988164.958217,392960,41.487728118896484
1604988192.3479686,408704,43.23147964477539
1604988193.6682293,417536,42.22981262207031
1604988194.2620273,419584,42.339012145996094
1604988194.2670279,419712,42.424217224121094
1604988195.5210164,427136,45.08674621582031
1604988201.8607852,467200,47.02424621582031
1604988201.8707874,467456,46.669029235839844
1604988202.6517158,473856,45.1147346496582
1604988204.0199478,482944,46.559112548828125
1604988229.8293414,492288,48.351016998291016
1604988229.8623488,493184,48.46728515625
1604988231.7352796,506880,49.91055679321289
1604988232.4324362,510464,50.27603530883789
1604988234.225181,520704,50.14560317993164
1604988235.3712995,528640,50.80075454711914
1604988237.120226,541184,50.42924880981445
1604988237.7167337,545792,50.318199157714844
1604988238.9698792,556672,52.203399658203125
1604988265.1014717,567296,52.22773742675781
1604988266.8094494,579072,52.43528747558594
1604988266.8894672,581248,52.545379638671875
1604988269.7438538,601600,51.90093231201172
1604988270.207166,602624,54.2725830078125
1604988272.0093205,616960,52.98689651489258
1604988272.4958973,618752,54.0260009765625
1604988275.3987002,640384,56.72845458984375
1604988301.558142,657664,58.12334442138672
1604988302.108396,661248,57.8884162902832
1604988306.0044608,688256,56.09475326538086
1604988306.0688457,690048,54.815673828125
1604988309.457065,714368,59.14994812011719
1604988335.0086453,731008,59.46548843383789
1604988335.6237447,736640,59.16537094116211
1604988337.274115,747520,58.531898498535156
1604988338.3707745,754688,58.73524475097656
1604988338.402591,755584,60.95819091796875
1604988338.993287,760192,57.48167037963867
1604988340.6307485,770816,60.21385955810547
1604988344.125779,797696,59.628944396972656
1604988344.629442,800128,58.32425308227539
1604988369.3759909,809088,58.80903244018555
1604988371.1839387,820224,60.82249450683594
1604988374.7887394,845568,63.854427337646484
1604988375.369404,849280,61.71601104736328
1604988377.2229688,861568,61.103981018066406
1604988377.2800095,863104,58.95948791503906
1604988405.3766103,881408,61.55238342285156
1604988407.1808772,895744,63.34407043457031
1604988410.0105052,914688,63.64353942871094
1604988410.6337802,919936,62.889442443847656
1604988414.7315247,948992,63.594390869140625
1604988416.374961,958976,65.921630859375
1604988416.388964,959360,64.4260025024414
1604988416.4584584,961280,65.93246459960938
1604988446.1904998,965504,67.52561950683594
1604988451.3645043,1000960,66.04753112792969
1604988451.412377,1002240,66.0562744140625
1604988452.0108452,1006720,68.75847625732422
1604988454.9062028,1026944,71.5251693725586
1604988456.5534976,1036544,70.13140869140625
1604988487.7214239,1051136,70.77760314941406
1604988488.3475652,1056384,68.31327056884766
1604988491.1643567,1074560,71.45912170410156
1604988491.1877325,1075200,68.7524185180664
1604988491.231415,1076352,71.3588638305664
1604988493.5385427,1091840,68.05107116699219
1604988493.5859382,1093120,67.32942199707031
1604988495.325711,1105024,71.60140991210938
1604988532.386541,1140480,73.17878723144531
1604988533.4873908,1146880,73.32415771484375
1604988533.521637,1147776,72.97835540771484
1604988534.669018,1155200,69.47454071044922
1604988539.4014637,1189376,69.05804443359375
1604988575.0159187,1216000,70.72460174560547
1604988576.7128513,1227008,71.34259033203125
1604988576.7738485,1228672,71.3461685180664
1604988579.023747,1243136,65.41668701171875
1604988579.5396345,1245440,72.50634002685547
1604988581.9566307,1264000,72.00711822509766
1604988583.148469,1272192,72.2651138305664
1604988623.9015708,1319424,66.55316925048828
1604988623.9356282,1320320,68.28221130371094
1604988625.8024545,1335168,71.31477355957031
1604988627.4942963,1345408,74.3432388305664
1604988628.1300461,1350912,71.96629333496094
1604988629.8380463,1361792,71.83998107910156
1604988665.9335928,1367808,73.5108642578125
1604988668.1538973,1380992,75.24906158447266
1604988668.1588979,1381120,74.36434936523438
1604988668.2640123,1383936,72.82942199707031
1604988669.8994558,1392896,78.07803344726562
1604988670.581452,1399552,71.06713104248047
1604988670.5955715,1399936,73.3538818359375
1604988671.211883,1404800,75.23184967041016
