Wall time,Step,Value
1604189669.1955473,8205,178.72250366210938
1604189669.816237,12313,178.72250366210938
1604189669.8172371,12320,182.91000366210938
1604189670.4419272,16439,187.12875366210938
1604189670.4429271,16429,183.75125122070312
1604189670.4429271,16428,182.07000732421875
1604189670.4429271,16433,181.2312469482422
1604189671.0473914,20540,182.91000366210938
1604189671.0473914,20547,177.8887481689453
1604189671.6587193,24656,182.91000366210938
1604189671.6587193,24654,177.05624389648438
1604189671.6597197,24654,181.2312469482422
1604189672.306378,28765,178.72250366210938
1604189672.3073785,28750,175.39500427246094
1604189672.9309988,32877,182.07000732421875
1604189672.9319992,32869,179.5574951171875
1604189672.9319992,32878,179.5574951171875
1604189673.5530617,36990,177.8887481689453
1604189673.5530617,36988,180.3937530517578
1604189673.5540614,36973,181.2312469482422
1604189674.1880832,41087,179.5574951171875
1604189674.842981,45208,177.8887481689453
1604189674.842981,45197,179.5574951171875
1604189674.8439813,45192,172.91250610351562
1604189675.4861383,49325,181.2312469482422
1604189675.4861383,49317,180.3937530517578
1604189676.1078475,53413,177.8887481689453
1604189676.1088476,53434,178.72250366210938
1604189676.1088476,53443,180.3937530517578
1604189676.1088476,53443,182.07000732421875
1604189676.1098475,53412,178.72250366210938
1604189676.746245,57550,183.75125122070312
1604189676.746245,57531,187.12875366210938
1604189676.7476192,57561,182.91000366210938
1604189677.3704643,61667,181.2312469482422
1604189677.3714647,61674,182.07000732421875
1604189677.9946632,65764,182.07000732421875
1604189677.9946632,65781,182.07000732421875
1604189677.9956634,65757,177.05624389648438
1604189678.6218426,69859,180.3937530517578
1604189679.2547152,73728,183.75125122070312
1604189679.2557154,73739,181.2312469482422
1604189679.8928585,77827,182.07000732421875
1604189679.8938587,77850,180.3937530517578
1604189706.144256,81956,182.07000732421875
1604189706.7792146,86064,182.91000366210938
1604189706.7792146,86059,178.72250366210938
1604189706.780215,86075,182.07000732421875
1604189706.780215,86072,181.2312469482422
1604189707.4208074,90163,170.44125366210938
1604189707.4218078,90181,184.59375
1604189707.4228082,90152,181.2312469482422
1604189707.4228082,90182,179.5574951171875
