,i,avg,std
0,0,180.650525,2.517072873274646
1,5000,181.01053749999994,2.494339061097915
2,10000,179.99368749999996,3.310574914077441
3,15000,180.3110999999999,3.2356352365107695
4,20000,180.30426249999996,3.4938003175938475
5,25000,179.42666249999994,3.5358686921277074
6,30000,180.58256249999994,3.812603467346018
7,35000,181.63386249999996,3.1053925330332777
8,40000,180.88407499999997,3.8311897410432576
9,45000,181.0011125,3.7893701442942804
10,50000,182.29477500000004,4.101372085122869
11,55000,185.06371250000004,4.067807684486664
12,60000,200.11013749999995,30.022080792671893
13,65000,263.17301249999997,69.72102975611426
14,70000,273.5727625,75.84284054178562
15,75000,241.560325,54.01504463706733
16,80000,283.4689375,75.15955992885549
17,85000,347.61988749999995,81.5359326369161
18,90000,331.0538875,89.59549709630625
19,95000,375.29353750000007,87.88019148357165
20,100000,362.4198875,97.13853898606217
21,105000,304.23215,135.40349182040597
22,110000,221.28742499999996,115.01560751464613
23,115000,330.1681,99.12541099023878
24,120000,355.868475,88.92226809315328
25,125000,287.2928374999999,139.50523624691644
26,130000,314.23625,115.03995102300331
27,135000,326.35246250000006,112.15216539169214
28,140000,273.8481,119.74453094341618
29,145000,244.35288749999995,79.79955237219674
30,150000,270.63657499999994,92.47457215307556
31,155000,260.7080875,104.48122589496269
32,160000,262.7689625,92.44536371302227
33,165000,219.06493749999993,81.24331226906753
34,170000,249.39817499999998,97.62234121114068
35,175000,272.1620874999999,108.99301026170426
36,180000,224.42484999999996,76.90717613060404
37,185000,244.94868749999998,100.84896712974664
38,190000,143.94483749999998,22.387268826036337
39,195000,153.83537499999997,35.95732900149669
40,200000,171.7753749999999,46.475819474183304
41,205000,185.670625,65.43372686268624
42,210000,153.20082499999995,29.748557466192796
43,215000,154.48336249999997,29.602671397978913
44,220000,168.83974999999998,45.69166906217698
45,225000,155.60908749999996,41.193188275587126
46,230000,191.27229999999997,61.46864595942391
47,235000,149.95083749999998,54.29116084106573
48,240000,125.63116249999999,27.456863283188753
49,245000,117.26695,15.55544142667606
50,250000,135.01032499999997,30.61608242289703
51,255000,149.88311249999998,52.22872820569364
52,260000,141.07415,60.70566616955949
53,265000,150.8095625,57.59359675274647
54,270000,202.027525,78.74384617463372
55,275000,247.5178125,69.20063533721508
56,280000,262.38079999999997,93.19739795414087
57,285000,270.01102499999996,69.691723851675
58,290000,257.7175875,66.62032900892918
59,295000,280.02450000000005,75.91063031782836
60,300000,323.5429125,89.1276181873594
61,305000,367.181225,87.6910993145791
62,310000,373.99644999999987,82.89816626604294
63,315000,375.2464250000001,83.73650863908242
64,320000,373.3515,76.9419514083913
65,325000,389.6978875,75.99540378426987
66,330000,375.2787000000001,76.81676371159162
67,335000,421.12235,74.9407437030001
68,340000,418.37202500000006,83.29726120943668
69,345000,390.9805875,101.3349547503931
70,350000,345.8085625,126.19320284431119
71,355000,401.14873750000004,99.47056382457058
72,360000,407.5860875,87.9975074735172
73,365000,399.9833625,94.02798969799747
74,370000,401.11287500000003,76.04910014106429
75,375000,391.69335000000007,88.36095755901611
76,380000,396.2984875,94.66871117222004
77,385000,254.72805,58.58112368473527
78,390000,354.45731250000006,97.51671001861921
79,395000,338.64186250000006,96.81163433885008
80,400000,366.6994,132.22143133011286
81,405000,365.3284625000001,116.70699258183063
82,410000,351.02265000000006,128.6474026593959
83,415000,273.120775,120.07561957637103
84,420000,259.5732625,87.23244649890442
85,425000,229.78543749999997,88.55789453839911
86,430000,264.0703875,104.84546398341094
87,435000,289.6869,116.93339574858952
88,440000,292.16118750000004,104.98704119502902
89,445000,261.322275,108.77424758191563
90,450000,322.3518624999999,124.53287075551266
91,455000,343.38061250000004,106.2110928524969
92,460000,224.04677499999994,78.49233936688903
93,465000,247.64950000000002,111.96570750066738
94,470000,202.81966249999996,89.70846759588373
95,475000,232.84122499999998,88.64011032910344
96,480000,195.50449999999992,92.03247597740295
97,485000,172.81256249999996,76.63287244925783
98,490000,192.58808749999997,89.74741409740155
99,495000,173.2639375,84.0402561505822
100,500000,201.05742499999997,96.02687802492137
101,505000,181.6164,89.95501171719117
102,510000,170.5589875,80.1443409335804
103,515000,166.335075,76.55059081026498
104,520000,237.313375,110.49687765307276
105,525000,209.41424999999995,115.19808408685125
106,530000,281.07771249999996,133.33101128946137
107,535000,274.37711250000007,136.41998513101635
108,540000,227.53616249999996,122.57622193038388
109,545000,292.40583749999996,141.17324978373813
110,550000,300.45166249999994,146.86690127959557
111,555000,383.531525,160.7710774075965
112,560000,378.18871250000007,146.74200110700824
113,565000,327.91583749999995,162.98219855612828
114,570000,377.2069125,154.85395315904262
115,575000,357.3654625,175.82414158752266
116,580000,345.6501250000001,170.63719046374203
117,585000,352.16506250000003,193.54381887672548
118,590000,317.8482375,178.45030199260793
119,595000,418.82305,176.28798454812866
120,600000,367.05196250000006,185.90477560007494
121,605000,326.7649374999999,138.92864477441458
122,610000,406.71805000000006,148.76060662996858
123,615000,340.48121249999997,117.80769421265201
124,620000,380.7132875000001,148.90115063520906
