,i,avg,std
0,0,180.238,1.9030071679450016
1,5000,181.014175,3.2029318123205672
2,10000,180.36142499999997,3.2648319588265364
3,15000,181.36759999999998,3.4561339568222937
4,20000,180.32041249999995,3.395693403300549
5,25000,181.06284999999997,2.9191654794221757
6,30000,181.08036249999998,3.0604452867138243
7,35000,181.65941249999997,3.1717322724291925
8,40000,181.97932499999996,3.368163202232793
9,45000,182.557175,3.1078691233906635
10,50000,184.03618749999998,4.200628678301468
11,55000,189.66361250000003,7.5293802033579516
12,60000,236.60213749999994,43.04458349283589
13,65000,240.42592499999995,56.45892656685811
14,70000,265.8008125,52.604021534234626
15,75000,263.2216625,56.06577346520532
16,80000,292.86145,51.75783694364556
17,85000,307.26082500000007,40.23301921549483
18,90000,329.6850875,42.98261918724206
19,95000,353.62331249999994,49.13890225147962
20,100000,349.54485,58.67937989412251
21,105000,360.92347500000005,60.06265286025814
22,110000,400.4214,85.8649638184283
23,115000,340.07425,122.34079616306452
24,120000,243.35813749999997,123.24529215571165
25,125000,183.27867499999994,79.22812117586076
26,130000,311.67822499999994,94.34559452009074
27,135000,309.3953125,101.84819541331707
28,140000,282.1912875,85.05293777084788
29,145000,313.99716249999994,95.89835037209566
30,150000,301.26182500000004,111.94833896300393
31,155000,356.2615125,96.49270035187489
32,160000,341.55234999999993,119.43248909795757
33,165000,393.69419999999997,94.68581182744593
34,170000,320.081775,110.26779345192153
35,175000,188.51548749999995,79.45137999271454
36,180000,279.74213749999996,76.57549950789887
37,185000,287.3789625,94.89169118280574
38,190000,278.1825875,97.59859662033041
39,195000,256.652075,69.87933739181688
40,200000,307.153975,72.79147713833417
41,205000,220.01067499999996,65.39998108954715
42,210000,127.73752499999996,27.434754587577864
43,215000,143.58089999999996,24.546553360451636
44,220000,138.48999999999998,26.161693300391505
45,225000,142.57699999999997,25.194963112693767
46,230000,163.11005,23.726331945567352
47,235000,190.89851249999992,40.37528081933882
48,240000,173.46153749999993,29.23934564816677
49,245000,206.12366249999997,48.652046751092286
50,250000,219.84558749999997,66.5798366017856
51,255000,261.0729125,66.26942137358088
52,260000,277.28601249999997,80.30623826186681
53,265000,278.2051625,70.74555943212422
54,270000,242.93367499999997,73.13302477822947
55,275000,237.11541249999993,65.75627390671912
56,280000,190.53366249999996,61.73667312901805
57,285000,209.91458749999998,70.07337607533599
58,290000,241.07471249999992,70.82175004651974
59,295000,271.28249999999997,72.77753581334353
60,300000,262.10166250000003,74.38738623249053
61,305000,265.6057124999999,89.88861227674629
62,310000,280.02573749999993,81.49990681399869
63,315000,314.7127,76.73643314246989
64,320000,312.18058749999994,91.36602889707132
65,325000,340.35367500000007,92.93789122998018
66,330000,329.05888749999997,94.04649979662572
67,335000,339.99835,111.49773850255326
68,340000,308.3887125,103.17753815124551
69,345000,354.7715375,106.68926802677585
70,350000,299.77886249999995,114.05845071827413
71,355000,317.725375,136.91390030993247
72,360000,343.1862625000001,118.13285309920869
73,365000,331.263875,122.93306031135654
74,370000,309.2280874999999,105.8226250395643
75,375000,297.81049999999993,111.86022818720582
76,380000,329.86253750000003,107.12682361289923
77,385000,306.2363875,121.5699590374683
78,390000,306.0559999999999,107.99060627897225
79,395000,253.04147500000002,93.89763183172208
80,400000,251.15136249999995,88.8512181899985
81,405000,273.800275,107.22168403717659
82,410000,234.60431249999993,92.16413510372662
83,415000,226.8196125,78.90004769875283
84,420000,220.82597499999991,61.815024414978396
85,425000,245.6182125,71.26901323292942
86,430000,205.2578125,32.19698914658744
87,435000,211.34018749999996,53.109241509651305
88,440000,240.66185000000002,75.35842441821785
89,445000,239.75332500000002,82.73908856784757
90,450000,264.2904125,94.60503681755914
91,455000,156.26059999999998,20.939561072047333
92,460000,197.49989999999994,52.78902267507897
93,465000,222.22869999999995,79.25381997120866
94,470000,208.4874875,68.47333419261085
95,475000,265.03322499999996,94.82735363019273
96,480000,276.50861249999997,95.97484417135288
97,485000,270.948575,96.13073007043913
98,490000,262.25921249999993,93.01286252678563
99,495000,221.15596249999996,80.19931016747726
100,500000,234.48662499999995,87.09441652014426
101,505000,264.5904625,87.18879717613079
102,510000,241.90821249999996,88.63943874364968
103,515000,262.63828749999993,98.13413050269754
104,520000,227.55519999999996,89.79279732419384
105,525000,288.4446,91.1176147742713
106,530000,259.4123375,89.21128795093266
107,535000,291.47285,86.04585161758963
108,540000,317.949675,79.78856006025003
109,545000,260.42278749999997,101.63805570193908
110,550000,315.97908750000005,64.78985411984247
111,555000,281.94785,84.91480258343508
112,560000,321.26885,64.52234970745603
113,565000,322.04504999999995,51.92104679701191
114,570000,293.78932499999996,68.52985452692772
115,575000,295.34357499999993,75.77875108766888
116,580000,327.2748624999999,55.82071983560826
117,585000,325.7715875,55.14631732657195
118,590000,333.9534375,50.38021752303149
119,595000,311.465,57.04269400003167
120,600000,304.4403375,52.06680631255598
121,605000,330.39621250000005,41.636055085051815
122,610000,328.10646249999996,43.89404659698133
123,615000,314.13722499999994,28.2973846630413
124,620000,340.22691249999997,33.61717077042577
