,i,avg,std
0,0,180.9276875,2.689492333456043
1,5000,180.51668749999996,2.5417579139187976
2,10000,180.53392499999998,2.6502975541672837
3,15000,180.69043749999997,3.674080953853474
4,20000,180.3111375,3.244657811768272
5,25000,179.89762499999998,2.5427480981459976
6,30000,179.42298749999998,2.891281662683326
7,35000,180.3479624999999,2.2229698016884574
8,40000,180.387925,1.6902240626245497
9,45000,180.24751249999997,2.2132520790612222
10,50000,180.37993749999998,1.8088272044252331
11,55000,180.556825,2.127688530277651
12,60000,183.16646249999997,2.1864528140274992
13,65000,190.00567499999997,6.23028689753729
14,70000,233.91276249999999,52.00764472060065
15,75000,258.4863875,68.58958353106885
16,80000,237.02560000000003,55.10782640636221
17,85000,302.56204999999994,75.67288452496543
18,90000,322.51055,68.76034198379726
19,95000,359.7009875,72.17300597983619
20,100000,342.20241250000004,57.08194119893979
21,105000,376.43838750000003,65.32394680534827
22,110000,371.87202500000006,62.91867108537316
23,115000,364.73259999999993,68.09881279542434
24,120000,403.6409499999999,75.52213280289097
25,125000,408.9641624999999,69.64207008542299
26,130000,363.0146875,81.73060813626815
27,135000,346.84824999999995,92.063165680723
28,140000,328.26752500000003,92.82100322680543
29,145000,282.2626499999999,114.77657521589502
30,150000,335.7241375000001,104.20445434902469
31,155000,257.52251249999995,97.15961703372689
32,160000,350.0786625,97.71238628787279
33,165000,371.51401250000004,66.01048392000297
34,170000,323.86401249999994,87.85739243340153
35,175000,356.21119999999996,88.39862550612708
36,180000,363.89242500000006,74.31526963358961
37,185000,366.8205750000001,68.92279448806741
38,190000,317.96604999999994,110.8667819362387
39,195000,313.025575,87.14200006247347
40,200000,354.00326250000006,85.21365881654754
41,205000,354.28479999999996,93.40669091878537
42,210000,401.9127875,64.00896364740035
43,215000,360.66954999999996,102.72188651684095
44,220000,376.67807500000004,94.31709323149292
45,225000,367.09262500000006,102.85450039808967
46,230000,368.637175,87.9410749972709
47,235000,355.3103874999999,104.9053438330978
48,240000,400.6025,102.09882452677896
49,245000,422.318425,94.24855148300357
50,250000,353.87892500000004,107.99794384993227
51,255000,390.5250875000001,90.0929066849631
52,260000,405.05747499999995,91.21728961540472
53,265000,378.35046250000005,94.4185284982268
54,270000,350.2025,103.75099610289894
55,275000,365.2704,95.18000024983584
56,280000,404.56870000000004,78.3789554380511
57,285000,373.363625,72.29964123970895
58,290000,373.97903750000006,72.33656426707186
59,295000,348.77945,64.87534240114844
60,300000,342.6729250000001,68.64408669570982
61,305000,309.42918749999995,66.35647391960313
62,310000,317.104825,51.08297296434132
63,315000,312.46203749999995,42.414471169805
64,320000,294.27161249999995,47.39162028555754
65,325000,297.7291,43.8677017883317
66,330000,291.7009249999999,34.55683719053475
67,335000,290.21996249999995,33.69339042307437
68,340000,287.0253875,34.45795426163195
69,345000,263.53557499999994,36.51755413086459
70,350000,272.82332499999995,36.769350599896725
71,355000,275.47426249999995,40.510563633180546
72,360000,325.72024999999996,32.20412402744406
73,365000,314.78198749999996,34.599858633244004
74,370000,290.63454999999993,31.347228623775507
75,375000,285.93225,32.4017865465201
76,380000,269.49600000000004,27.34143514372921
77,385000,260.84445,26.86724049046535
78,390000,285.01654999999994,24.703451993167885
79,395000,289.50732500000004,32.16401445813513
80,400000,297.54147499999993,36.861953915665204
81,405000,283.13043749999997,39.600021618276536
82,410000,299.71082499999994,30.07699090262979
83,415000,298.43621249999995,48.574300477932454
84,420000,297.6347375,59.149293578911156
85,425000,294.91351249999997,60.95386610192761
86,430000,340.29375,77.5029382164799
87,435000,403.5582875,79.39303577940868
88,440000,379.2919,95.27110273852718
89,445000,380.93627499999997,102.93531896975706
90,450000,414.61780000000005,77.26184346512028
91,455000,381.51388750000007,73.2015997709611
92,460000,404.5811875,80.39890289526168
93,465000,443.3559750000001,68.29964241912708
94,470000,402.0308000000001,78.50210693619948
95,475000,450.52126250000003,55.28827964646276
96,480000,440.44362500000005,56.640630248827335
97,485000,425.8166625000001,50.49518918083156
98,490000,395.4002999999999,54.933919741733796
99,495000,380.143825,58.287191326606006
100,500000,404.577875,52.86209467907391
101,505000,383.89267499999994,57.90555386117445
102,510000,412.147075,61.23904539798832
103,515000,410.43325,61.26502674242458
104,520000,389.2746750000001,68.01593561131004
105,525000,403.5296500000001,57.20684754278765
106,530000,396.3216375,61.809647703831146
107,535000,417.560125,50.33447640953341
108,540000,429.13130000000007,55.046045745789044
109,545000,428.87497500000006,49.54906512960789
110,550000,446.06401250000005,60.0659386446197
111,555000,426.62315,66.37779825398134
112,560000,436.81468749999993,54.75215546509761
113,565000,428.2553875000001,58.19360549780549
114,570000,440.59606249999996,57.20631985830296
115,575000,434.79782499999993,48.98937139275084
116,580000,431.50017499999996,45.91631913363564
117,585000,434.69441250000006,56.09416951443543
118,590000,425.71947499999993,65.4951416435744
119,595000,388.49325,73.69597882835093
120,600000,385.2822,68.5253892371105
121,605000,401.06370000000004,72.75993461396698
122,610000,422.4269374999999,52.35707937548148
123,615000,407.52865,65.43020077214916
124,620000,427.6565125,49.57778797798939
